day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-2,700900,STARFRUIT,5023,4,5020.0,29.0,,,5025,7,5027.0,29.0,,,5024.0,0.0
-2,701000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,701000,STARFRUIT,5021,28,,,,,5028,28,,,,,5024.5,0.0
-2,701100,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,701100,STARFRUIT,5021,28,,,,,5028,28,,,,,5024.5,0.0
-2,701200,STARFRUIT,5021,23,,,,,5026,7,5028.0,23.0,,,5023.5,0.0
-2,701200,AMETHYSTS,10002,1,9995.0,23.0,,,10005,23,,,,,10003.5,0.0
-2,701300,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
-2,701300,STARFRUIT,5026,1,5021.0,30.0,,,5028,30,,,,,5027.0,0.0
-2,701400,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
-2,701400,STARFRUIT,5021,32,,,,,5027,2,5028.0,30.0,,,5024.0,0.0
-2,701500,AMETHYSTS,9998,9,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
-2,701500,STARFRUIT,5021,28,,,,,5028,28,,,,,5024.5,0.0
-2,701600,STARFRUIT,5021,23,,,,,5027,2,5028.0,21.0,,,5024.0,0.0
-2,701600,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
-2,701700,AMETHYSTS,10002,11,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0,0.0
-2,701700,STARFRUIT,5021,1,5020.0,21.0,,,5025,6,5027.0,23.0,,,5023.0,0.0
-2,701800,AMETHYSTS,9998,10,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0
-2,701800,STARFRUIT,5021,29,,,,,5026,4,5028.0,29.0,,,5023.5,0.0
-2,701900,AMETHYSTS,9998,8,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,0.0
-2,701900,STARFRUIT,5021,29,,,,,5028,29,,,,,5024.5,0.0
-2,720000,STARFRUIT,5031,1,5030.0,24.0,,,5037,25,,,,,5034.0,0.0
-2,720000,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
-2,720100,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
-2,720100,STARFRUIT,5031,23,,,,,5037,2,5038.0,21.0,,,5034.0,0.0
-2,720200,AMETHYSTS,9995,20,,,,,9998,1,10005.0,20.0,,,9996.5,0.0
-2,720200,STARFRUIT,5031,20,,,,,5033,3,5036.0,7.0,5038.0,20.0,5032.0,0.0
-2,720300,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,720300,STARFRUIT,5032,24,,,,,5039,24,,,,,5035.5,0.0
-2,720400,STARFRUIT,5032,21,,,,,5037,3,5039.0,21.0,,,5034.5,0.0
-2,720400,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,720500,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
-2,720500,STARFRUIT,5032,29,,,,,5037,6,5039.0,29.0,,,5034.5,0.0
-2,720600,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,720600,STARFRUIT,5037,3,5032.0,23.0,,,5039,23,,,,,5038.0,0.0
-2,720700,AMETHYSTS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10003.0,0.0
-2,720700,STARFRUIT,5033,1,5032.0,20.0,,,5039,22,,,,,5036.0,0.0
-2,720800,STARFRUIT,5032,30,,,,,5039,30,,,,,5035.5,0.0
-2,720800,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
-2,720900,STARFRUIT,5032,28,,,,,5039,28,,,,,5035.5,0.0
-2,720900,AMETHYSTS,9998,5,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
-2,721000,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
-2,721000,STARFRUIT,5032,30,,,,,5039,30,,,,,5035.5,0.0
-2,721100,STARFRUIT,5031,29,,,,,5033,2,5036.0,5.0,5038.0,29.0,5032.0,0.0
-2,721100,AMETHYSTS,10002,1,9995.0,29.0,,,10005,29,,,,,10003.5,0.0
-2,721200,STARFRUIT,5031,20,,,,,5033,3,5038.0,20.0,,,5032.0,0.0
-2,721200,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,721300,STARFRUIT,5032,2,5031.0,20.0,,,5038,2,5039.0,20.0,,,5035.0,0.0
-2,721300,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
-2,721400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
-2,721400,STARFRUIT,5032,2,5031.0,21.0,,,5038,23,,,,,5035.0,0.0
-2,721500,STARFRUIT,5031,24,,,,,5038,24,,,,,5034.5,0.0
-2,721500,AMETHYSTS,9998,1,9995.0,24.0,,,10005,24,,,,,10001.5,0.0
-2,721600,STARFRUIT,5036,1,5031.0,26.0,,,5037,1,5038.0,25.0,,,5036.5,0.0
-2,721600,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0
-2,721700,STARFRUIT,5031,2,5030.0,29.0,,,5037,2,5038.0,29.0,,,5034.0,0.0
-2,721700,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
-2,721800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,721800,STARFRUIT,5031,30,,,,,5038,30,,,,,5034.5,0.0
-2,721900,STARFRUIT,5031,22,,,,,5032,1,5038.0,22.0,,,5031.5,0.0
-2,721900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
-2,740000,STARFRUIT,5028,31,,,,,5035,31,,,,,5031.5,0.0
-2,740000,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
-2,740100,STARFRUIT,5029,21,,,,,5036,21,,,,,5032.5,0.0
-2,740100,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,740200,AMETHYSTS,9996,2,9995.0,26.0,,,9998,1,10004.0,2.0,10005.0,26.0,9997.0,0.0
-2,740200,STARFRUIT,5029,28,,,,,5036,28,,,,,5032.5,0.0
-2,740300,STARFRUIT,5029,21,,,,,5036,21,,,,,5032.5,0.0
-2,740300,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,740400,STARFRUIT,5029,23,,,,,5036,23,,,,,5032.5,0.0
-2,740400,AMETHYSTS,9996,2,9995.0,21.0,,,10002,5,10004.0,2.0,10005.0,21.0,9999.0,0.0
-2,740500,STARFRUIT,5035,1,5029.0,25.0,,,5036,25,,,,,5035.5,0.0
-2,740500,AMETHYSTS,9998,8,9995.0,25.0,,,10005,25,,,,,10001.5,0.0
-2,740600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,740600,STARFRUIT,5034,8,5029.0,28.0,,,5036,28,,,,,5035.0,0.0
-2,740700,STARFRUIT,5030,24,,,,,5036,2,5037.0,22.0,,,5033.0,0.0
-2,740700,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,740800,STARFRUIT,5030,27,,,,,5033,3,5036.0,1.0,5037.0,26.0,5031.5,0.0
-2,740800,AMETHYSTS,9996,1,9995.0,26.0,,,10000,3,10004.0,1.0,10005.0,26.0,9998.0,0.0
-2,740900,STARFRUIT,5030,2,5029.0,20.0,,,5036,22,,,,,5033.0,0.0
-2,740900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
-2,741000,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0
-2,741000,STARFRUIT,5030,28,,,,,5037,28,,,,,5033.5,0.0
-2,741100,STARFRUIT,5030,26,,,,,5037,26,,,,,5033.5,0.0
-2,741100,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
-2,741200,STARFRUIT,5029,28,,,,,5031,3,5036.0,28.0,,,5030.0,0.0
-2,741200,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
-2,741300,STARFRUIT,5035,1,5030.0,2.0,5029.0,31.0,5036,31,,,,,5035.5,0.0
-2,741300,AMETHYSTS,9996,1,9995.0,30.0,,,9998,1,10002.0,9.0,10004.0,1.0,9997.0,0.0
-2,741400,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,741400,STARFRUIT,5029,6,5028.0,23.0,,,5035,23,,,,,5032.0,0.0
-2,741500,STARFRUIT,5034,1,5028.0,24.0,,,5035,24,,,,,5034.5,0.0
-2,741500,AMETHYSTS,9996,2,9995.0,22.0,,,10002,5,10004.0,2.0,10005.0,22.0,9999.0,0.0
-2,741600,STARFRUIT,5028,22,,,,,5035,22,,,,,5031.5,0.0
-2,741600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,741700,STARFRUIT,5028,28,,,,,5035,28,,,,,5031.5,0.0
-2,741700,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,741800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,741800,STARFRUIT,5028,30,,,,,5035,30,,,,,5031.5,0.0
-2,741900,STARFRUIT,5028,28,,,,,5035,28,,,,,5031.5,0.0
-2,741900,AMETHYSTS,9998,1,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
-2,760000,STARFRUIT,5031,2,5030.0,28.0,,,5037,28,,,,,5034.0,0.0
-2,760000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,760100,STARFRUIT,5030,25,,,,,5035,3,5037.0,25.0,,,5032.5,0.0
-2,760100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,760200,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
-2,760200,STARFRUIT,5031,8,5030.0,23.0,,,5036,1,5037.0,22.0,,,5033.5,0.0
-2,760300,STARFRUIT,5036,1,5030.0,27.0,,,5037,27,,,,,5036.5,0.0
-2,760300,AMETHYSTS,9998,6,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10001.0,0.0
-2,760400,STARFRUIT,5031,2,5030.0,27.0,,,5037,29,,,,,5034.0,0.0
-2,760400,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
-2,760500,STARFRUIT,5031,32,,,,,5038,32,,,,,5034.5,0.0
-2,760500,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
-2,760600,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,760600,STARFRUIT,5036,1,5031.0,23.0,,,5038,23,,,,,5037.0,0.0
-2,760700,STARFRUIT,5031,29,,,,,5038,29,,,,,5034.5,0.0
-2,760700,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
-2,760800,STARFRUIT,5031,22,,,,,5039,22,,,,,5035.0,0.0
-2,760800,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,760900,AMETHYSTS,9996,1,9995.0,22.0,,,9998,1,10004.0,1.0,10005.0,22.0,9997.0,0.0
-2,760900,STARFRUIT,5031,23,,,,,5038,23,,,,,5034.5,0.0
-2,761000,STARFRUIT,5032,1,5031.0,25.0,,,5036,2,5038.0,26.0,,,5034.0,0.0
-2,761000,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0
-2,761100,STARFRUIT,5030,30,,,,,5037,31,,,,,5033.5,0.0
-2,761100,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
-2,761200,STARFRUIT,5031,8,5030.0,21.0,,,5032,4,5037.0,22.0,,,5031.5,0.0
-2,761200,AMETHYSTS,9996,1,9995.0,21.0,,,10002,1,10004.0,1.0,10005.0,21.0,9999.0,0.0
-2,761300,AMETHYSTS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0
-2,761300,STARFRUIT,5031,2,5030.0,29.0,,,5035,4,5037.0,31.0,,,5033.0,0.0
-2,761400,STARFRUIT,5031,28,,,,,5037,2,5038.0,27.0,,,5034.0,0.0
-2,761400,AMETHYSTS,10002,1,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10003.0,0.0
-2,761500,STARFRUIT,5030,25,,,,,5033,2,5037.0,25.0,,,5031.5,0.0
-2,761500,AMETHYSTS,9996,2,9995.0,23.0,,,10000,2,10004.0,2.0,10005.0,23.0,9998.0,0.0
-2,761600,STARFRUIT,5036,1,5030.0,22.0,,,5037,22,,,,,5036.5,0.0
-2,761600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,761700,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
-2,761700,STARFRUIT,5031,1,5030.0,23.0,,,5037,1,5038.0,23.0,,,5034.0,0.0
-2,761800,STARFRUIT,5031,23,,,,,5036,8,5038.0,24.0,,,5033.5,0.0
-2,761800,AMETHYSTS,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5,0.0
-2,761900,STARFRUIT,5031,25,,,,,5038,25,,,,,5034.5,0.0
-2,761900,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
-2,780000,STARFRUIT,5036,29,,,,,5043,29,,,,,5039.5,0.0
-2,780000,AMETHYSTS,9998,7,9995.0,29.0,,,10005,29,,,,,10001.5,0.0
-2,780100,AMETHYSTS,10002,1,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0,0.0
-2,780100,STARFRUIT,5036,23,,,,,5043,24,,,,,5039.5,0.0
-2,780200,STARFRUIT,5036,24,,,,,5037,9,5043.0,24.0,,,5036.5,0.0
-2,780200,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,780300,STARFRUIT,5036,24,,,,,5043,24,,,,,5039.5,0.0
-2,780300,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,780400,STARFRUIT,5036,24,,,,,5043,24,,,,,5039.5,0.0
-2,780400,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
-2,780500,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
-2,780500,STARFRUIT,5042,1,5037.0,2.0,5036.0,26.0,5043,26,,,,,5042.5,0.0
-2,780600,STARFRUIT,5037,1,5036.0,20.0,,,5043,21,,,,,5040.0,0.0
-2,780600,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,780700,STARFRUIT,5038,2,5037.0,21.0,,,5039,4,5044.0,23.0,,,5038.5,0.0
-2,780700,AMETHYSTS,9998,5,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0
-2,780800,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
-2,780800,STARFRUIT,5038,2,5037.0,25.0,,,5044,2,5045.0,25.0,,,5041.0,0.0
-2,780900,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
-2,780900,STARFRUIT,5042,4,5039.0,8.0,5038.0,31.0,5045,31,,,,,5043.5,0.0
-2,781000,STARFRUIT,5038,27,,,,,5043,6,5045.0,27.0,,,5040.5,0.0
-2,781000,AMETHYSTS,9996,1,9995.0,26.0,,,10002,1,10004.0,1.0,10005.0,26.0,9999.0,0.0
-2,781100,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,781100,STARFRUIT,5039,1,5038.0,20.0,,,5045,21,,,,,5042.0,0.0
-2,781200,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
-2,781200,STARFRUIT,5039,2,5038.0,25.0,,,5045,27,,,,,5042.0,0.0
-2,781300,AMETHYSTS,10002,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0,0.0
-2,781300,STARFRUIT,5042,4,5038.0,30.0,,,5045,30,,,,,5043.5,0.0
-2,781400,STARFRUIT,5038,24,,,,,5045,24,,,,,5041.5,0.0
-2,781400,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,781500,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,781500,STARFRUIT,5039,20,,,,,5044,2,5045.0,1.0,5046.0,20.0,5041.5,0.0
-2,781600,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,781600,STARFRUIT,5039,6,5038.0,24.0,,,5045,24,,,,,5042.0,0.0
-2,781700,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
-2,781700,STARFRUIT,5039,25,,,,,5046,25,,,,,5042.5,0.0
-2,781800,STARFRUIT,5039,21,,,,,5046,21,,,,,5042.5,0.0
-2,781800,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
-2,781900,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
-2,781900,STARFRUIT,5039,24,,,,,5046,24,,,,,5042.5,0.0
-2,800000,AMETHYSTS,10000,1,9995.0,20.0,,,10002,10,10005.0,20.0,,,10001.0,0.0
-2,800000,STARFRUIT,5048,2,5045.0,20.0,,,5052,20,,,,,5050.0,0.0
-2,800100,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
-2,800100,STARFRUIT,5047,6,5046.0,23.0,,,5052,1,5053.0,22.0,,,5049.5,0.0
-2,800200,STARFRUIT,5046,27,,,,,5053,27,,,,,5049.5,0.0
-2,800200,AMETHYSTS,9998,6,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,0.0
-2,800300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10003.0,0.0
-2,800300,STARFRUIT,5046,7,5045.0,20.0,,,5052,22,,,,,5049.0,0.0
-2,800400,AMETHYSTS,9995,28,,,,,10002,6,10005.0,28.0,,,9998.5,0.0
-2,800400,STARFRUIT,5045,28,,,,,5052,28,,,,,5048.5,0.0
-2,800500,AMETHYSTS,10002,8,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10003.0,0.0
-2,800500,STARFRUIT,5046,2,5045.0,23.0,,,5052,25,,,,,5049.0,0.0
-2,800600,STARFRUIT,5045,23,,,,,5052,23,,,,,5048.5,0.0
-2,800600,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
-2,800700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
-2,800700,STARFRUIT,5046,4,5045.0,23.0,,,5052,23,,,,,5049.0,0.0
-2,800800,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
-2,800800,STARFRUIT,5046,7,5045.0,30.0,,,5052,31,,,,,5049.0,0.0
-2,800900,STARFRUIT,5046,22,,,,,5051,3,5053.0,22.0,,,5048.5,0.0
-2,800900,AMETHYSTS,9995,22,,,,,10002,9,10005.0,22.0,,,9998.5,0.0
-2,801000,STARFRUIT,5051,1,5046.0,27.0,,,5053,27,,,,,5052.0,0.0
-2,801000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,801100,STARFRUIT,5045,30,,,,,5052,30,,,,,5048.5,0.0
-2,801100,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,801200,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
-2,801200,STARFRUIT,5045,22,,,,,5052,23,,,,,5048.5,0.0
-2,801300,STARFRUIT,5045,29,,,,,5052,29,,,,,5048.5,0.0
-2,801300,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
-2,801400,STARFRUIT,5045,27,,,,,5052,27,,,,,5048.5,0.0
-2,801400,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,801500,STARFRUIT,5044,27,,,,,5051,27,,,,,5047.5,0.0
-2,801500,AMETHYSTS,9995,27,,,,,9998,1,10005.0,27.0,,,9996.5,0.0
-2,801600,AMETHYSTS,9998,4,9995.0,23.0,,,10005,23,,,,,10001.5,0.0
-2,801600,STARFRUIT,5044,23,,,,,5051,23,,,,,5047.5,0.0
-2,801700,STARFRUIT,5044,20,,,,,5051,20,,,,,5047.5,0.0
-2,801700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,801800,STARFRUIT,5045,25,,,,,5052,25,,,,,5048.5,0.0
-2,801800,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
-2,801900,STARFRUIT,5045,1,5044.0,25.0,,,5051,1,5052.0,25.0,,,5048.0,0.0
-2,801900,AMETHYSTS,9996,1,9995.0,25.0,,,10002,5,10004.0,1.0,10005.0,25.0,9999.0,0.0
-2,820000,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,820000,STARFRUIT,5043,26,,,,,5050,26,,,,,5046.5,0.0
-2,820100,STARFRUIT,5046,6,5044.0,4.0,5043.0,32.0,5050,32,,,,,5048.0,0.0
-2,820100,AMETHYSTS,10000,6,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10002.0,0.0
-2,820200,STARFRUIT,5042,27,,,,,5049,27,,,,,5045.5,0.0
-2,820200,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
-2,820300,STARFRUIT,5043,21,,,,,5050,21,,,,,5046.5,0.0
-2,820300,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,820400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
-2,820400,STARFRUIT,5043,23,,,,,5050,23,,,,,5046.5,0.0
-2,820500,STARFRUIT,5043,29,,,,,5050,29,,,,,5046.5,0.0
-2,820500,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
-2,820600,STARFRUIT,5043,24,,,,,5048,1,5050.0,24.0,,,5045.5,0.0
-2,820600,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
-2,820700,STARFRUIT,5043,30,,,,,5050,30,,,,,5046.5,0.0
-2,820700,AMETHYSTS,9995,30,,,,,10002,8,10005.0,30.0,,,9998.5,0.0
-2,820800,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0
-2,820800,STARFRUIT,5043,1,5042.0,26.0,,,5049,1,5050.0,26.0,,,5046.0,0.0
-2,820900,STARFRUIT,5043,4,5042.0,23.0,,,5049,24,,,,,5046.0,0.0
-2,820900,AMETHYSTS,9998,6,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0,0.0
-2,821000,STARFRUIT,5047,1,5042.0,25.0,,,5049,25,,,,,5048.0,0.0
-2,821000,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,821100,STARFRUIT,5042,29,,,,,5048,2,5049.0,27.0,,,5045.0,0.0
-2,821100,AMETHYSTS,9996,2,9995.0,27.0,,,10002,5,10004.0,2.0,10005.0,27.0,9999.0,0.0
-2,821200,AMETHYSTS,9996,2,9995.0,27.0,,,10002,6,10004.0,2.0,10005.0,27.0,9999.0,0.0
-2,821200,STARFRUIT,5041,29,,,,,5048,29,,,,,5044.5,0.0
-2,821300,STARFRUIT,5041,31,,,,,5048,31,,,,,5044.5,0.0
-2,821300,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
-2,821400,STARFRUIT,5041,28,,,,,5048,28,,,,,5044.5,0.0
-2,821400,AMETHYSTS,9996,2,9995.0,26.0,,,9998,1,10002.0,8.0,10004.0,2.0,9997.0,0.0
-2,821500,STARFRUIT,5041,2,5040.0,23.0,,,5047,2,5048.0,23.0,,,5044.0,0.0
-2,821500,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
-2,821600,AMETHYSTS,9996,2,9995.0,24.0,,,10002,2,10004.0,2.0,10005.0,24.0,9999.0,0.0
-2,821600,STARFRUIT,5041,25,,,,,5048,26,,,,,5044.5,0.0
-2,821700,STARFRUIT,5041,29,,,,,5048,29,,,,,5044.5,0.0
-2,821700,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
-2,821800,STARFRUIT,5042,1,5041.0,21.0,,,5046,1,5048.0,22.0,,,5044.0,0.0
-2,821800,AMETHYSTS,9996,1,9995.0,21.0,,,9998,1,10002.0,6.0,10004.0,1.0,9997.0,0.0
-2,821900,STARFRUIT,5041,29,,,,,5048,29,,,,,5044.5,0.0
-2,821900,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,840000,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
-2,840000,STARFRUIT,5050,1,5045.0,2.0,5044.0,24.0,5051,26,,,,,5050.5,0.0
-2,840100,STARFRUIT,5044,1,5043.0,23.0,,,5046,2,5049.0,7.0,5050.0,1.0,5045.0,0.0
-2,840100,AMETHYSTS,9996,1,9995.0,23.0,,,10000,1,10004.0,1.0,10005.0,23.0,9998.0,0.0
-2,840200,STARFRUIT,5044,3,5043.0,20.0,,,5050,20,,,,,5047.0,0.0
-2,840200,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,840300,STARFRUIT,5043,23,,,,,5050,23,,,,,5046.5,0.0
-2,840300,AMETHYSTS,10002,1,9998.0,2.0,9996.0,2.0,10004,2,10005.0,21.0,,,10003.0,0.0
-2,840400,AMETHYSTS,9998,7,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10001.0,0.0
-2,840400,STARFRUIT,5044,2,5043.0,30.0,,,5048,3,5050.0,32.0,,,5046.0,0.0
-2,840500,STARFRUIT,5044,5,5043.0,23.0,,,5050,23,,,,,5047.0,0.0
-2,840500,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
-2,840600,STARFRUIT,5044,8,5043.0,27.0,,,5050,27,,,,,5047.0,0.0
-2,840600,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,840700,STARFRUIT,5048,7,5043.0,25.0,,,5050,25,,,,,5049.0,0.0
